57CF75CEA73E494D8675EC4A,Pastimes Antiques,TYPE=FURNITURE_STORE,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,
57CF75CEA73E494D8675EC4C,Ithaca Farmers' Market,TYPE=LODGING,,,,,,,
57CF75CEA73E494D8675EC4D,Taughannock Farms Inn,TYPE=CAFE,TYPE=BAKERY,TYPE=MEAL_TAKEAWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT
57CF75CEA73E494D8675EC4E,Ithaca Bakery,TYPE=HEALTH,,,,,,,
57CF75CEA73E494D8675EC4F,Aurora Inn,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC50,Zimet Musical Services,TYPE=CLOTHING,,,,,,,
57CF75CEA73E494D8675EC51,Terra Rosa,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC52,shworldofgifts,TYPE=FOOD,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,
57CF75CEA73E494D8675EC53,Dollar Tree,TYPE=TECH,,,,,,,
57CF75CEA73E494D8675EC54,AT&T,TYPE=FOOD,,,,,,,
57CF75CEA73E494D8675EC55,Six Mile Creek Vineyard,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC56,Saigon Kitchen,TYPE=CAFE,TYPE=BAR,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,
57CF75CEA73E494D8675EC57,Ithaca Coffee Company,TYPE=BAR,TYPE=LIQUOR_STORE,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,
57CF75CEA73E494D8675EC58,Triphammer Wines & Spirits,TYPE=BOOK_STORE,,,,,,,
57CF75CEA73E494D8675EC59,The Bookery,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC5A,"Unique eCigs - Ithaca, NY",TYPE=TECH,,,,,,,
57CF75CEA73E494D8675EC5B,AT&T Authorized Retailer,TYPE=MEAL_TAKEAWAY,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,
57CF75CEA73E494D8675EC5C,Buffalo Wild Wings,TYPE=CLOTHING,,,,,,,
57CF75CEA73E494D8675EC5D,Dockers,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC5E,Ithaca Guitar Works Inc,TYPE=BAR,TYPE=LIQUOR_STORE,TYPE=RESTAURANT,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,
57CF75CEA73E494D8675EC5F,Ithaca Beer Co,TYPE=DEPARTMENT_STORE,TYPE=ELECTRONICS_STORE,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,
57CF75CEA73E494D8675EC60,Walmart Supercenter,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC61,Celebrations Banquet Facility & Catering,TYPE=HARDWARE_STORE,TYPE=FURNITURE_STORE,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,
57CF75CEA73E494D8675EC62,The Home Depot,TYPE=CAR_DEALER,TYPE=CAR_REPAIR,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,
57CF75CEA73E494D8675EC63,Honda of Ithaca,TYPE=NATURAL_FEATURE,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,
57CF75CEA73E494D8675EC64,Lucas Vineyards,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC65,Moosewood,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC66,Subway,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC67,Pop-Poster Art,TYPE=CAR_REPAIR,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC68,Trombley Tire & Auto,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC69,Iron Kettle Farm,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,
57CF75CEA73E494D8675EC6A,TOPS Friendly Markets,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,
57CF75CEA73E494D8675EC6B,Mahogany Grill,TYPE=ART_GALLERY,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,
57CF75CEA73E494D8675EC6C,Treleaven by King Ferry Winery,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,
57CF75CEA73E494D8675EC6D,Ithaca Ale House,TYPE=BOOK_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC6E,Barnes & Noble,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC6F,Hickey's Music Center,TYPE=CLOTHING_STORE,TYPE=SHOE_STORE,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,
